frame,person_id,keypoint_name,x,y
0,0,nose,123.54280090332031,268.5273742675781
0,0,left_eye,125.22499084472656,262.63372802734375
0,0,right_eye,124.67063903808594,262.40911865234375
0,0,left_ear,98.36471557617188,252.49002075195312
0,0,right_ear,117.39234924316406,260.43707275390625
0,0,left_shoulder,75.34620666503906,275.80322265625
0,0,right_shoulder,92.78001403808594,291.3033752441406
0,0,left_elbow,75.72087097167969,312.5946960449219
0,0,right_elbow,81.460205078125,343.7932434082031
0,0,left_wrist,114.42002868652344,312.2995300292969
0,0,right_wrist,122.53367614746094,363.1095886230469
0,0,left_hip,42.77784729003906,378.5188903808594
0,0,right_hip,68.70291137695312,385.6100769042969
0,0,left_knee,51.93904113769531,448.5359191894531
0,0,right_knee,86.28549194335938,454.2282409667969
0,0,left_ankle,45.61436462402344,513.0927734375
0,0,right_ankle,80.73405456542969,529.6700439453125
1,0,nose,123.8775634765625,270.27618408203125
1,0,left_eye,125.95602416992188,264.6485900878906
1,0,right_eye,125.66552734375,264.2960205078125
1,0,left_ear,100.05194091796875,253.16534423828125
1,0,right_ear,118.70556640625,261.59588623046875
1,0,left_shoulder,76.0469970703125,275.57403564453125
1,0,right_shoulder,94.62823486328125,293.1680603027344
1,0,left_elbow,75.51382446289062,312.3315124511719
1,0,right_elbow,84.80419921875,346.2873840332031
1,0,left_wrist,111.80990600585938,312.8827819824219
1,0,right_wrist,125.48648071289062,369.0564270019531
1,0,left_hip,42.50108337402344,377.4267883300781
1,0,right_hip,68.83746337890625,385.2997131347656
1,0,left_knee,52.61909484863281,448.3595275878906
1,0,right_knee,86.50064086914062,454.0322570800781
1,0,left_ankle,45.9029541015625,513.96337890625
1,0,right_ankle,81.44747924804688,529.89990234375
2,0,nose,124.84164428710938,272.37237548828125
2,0,left_eye,127.42343139648438,266.6451416015625
2,0,right_eye,126.5003662109375,266.57464599609375
2,0,left_ear,101.60173034667969,253.93650817871094
2,0,right_ear,120.84280395507812,262.91033935546875
2,0,left_shoulder,76.17556762695312,275.6181640625
2,0,right_shoulder,97.23208618164062,295.89312744140625
2,0,left_elbow,72.85394287109375,311.848388671875
2,0,right_elbow,89.43527221679688,349.19403076171875
2,0,left_wrist,106.48004150390625,316.22772216796875
2,0,right_wrist,127.44137573242188,372.7816162109375
2,0,left_hip,42.014068603515625,377.04010009765625
2,0,right_hip,69.79367065429688,385.73614501953125
2,0,left_knee,52.83280944824219,448.20404052734375
2,0,right_knee,87.52851867675781,454.01654052734375
2,0,left_ankle,45.70515441894531,512.9555053710938
2,0,right_ankle,80.93411254882812,529.7217407226562
3,0,nose,125.79226684570312,272.9535827636719
3,0,left_eye,128.41860961914062,267.10906982421875
3,0,right_eye,127.48141479492188,267.01641845703125
3,0,left_ear,102.32270812988281,254.82501220703125
3,0,right_ear,121.30191040039062,263.48187255859375
3,0,left_shoulder,75.68742370605469,275.8935546875
3,0,right_shoulder,99.58096313476562,297.548583984375
3,0,left_elbow,71.51705932617188,311.5140380859375
3,0,right_elbow,93.48672485351562,351.1624755859375
3,0,left_wrist,105.99063110351562,318.595947265625
3,0,right_wrist,133.29476928710938,379.33758544921875
3,0,left_hip,41.99656677246094,378.14764404296875
3,0,right_hip,70.86997985839844,387.429443359375
3,0,left_knee,53.4423828125,447.0780029296875
3,0,right_knee,88.49507141113281,453.792724609375
3,0,left_ankle,46.03742980957031,512.697021484375
3,0,right_ankle,81.04373168945312,529.7713623046875
4,0,nose,127.02554321289062,274.18194580078125
4,0,left_eye,129.38577270507812,268.04541015625
4,0,right_eye,128.94992065429688,268.01678466796875
4,0,left_ear,103.6204833984375,256.25958251953125
4,0,right_ear,122.15921020507812,264.6943359375
4,0,left_shoulder,75.11894226074219,275.901123046875
4,0,right_shoulder,103.06965637207031,299.82061767578125
4,0,left_elbow,64.975830078125,316.584228515625
4,0,right_elbow,98.67549133300781,356.52618408203125
4,0,left_wrist,102.01055908203125,326.66241455078125
4,0,right_wrist,137.12979125976562,382.0972900390625
4,0,left_hip,42.2830810546875,379.02685546875
4,0,right_hip,72.33209228515625,389.30291748046875
4,0,left_knee,54.03053283691406,446.27740478515625
4,0,right_knee,89.43678283691406,453.94464111328125
4,0,left_ankle,46.732086181640625,512.2774047851562
4,0,right_ankle,82.02290344238281,529.1166381835938
5,0,nose,128.54379272460938,273.5263671875
5,0,left_eye,130.9937744140625,267.15728759765625
5,0,right_eye,130.32257080078125,266.93585205078125
5,0,left_ear,104.73115539550781,256.18145751953125
5,0,right_ear,122.50515747070312,264.23919677734375
5,0,left_shoulder,74.78111267089844,276.241943359375
5,0,right_shoulder,106.58685302734375,301.01568603515625
5,0,left_elbow,56.57875061035156,315.95477294921875
5,0,right_elbow,101.52813720703125,359.21917724609375
5,0,left_wrist,88.431396484375,347.7249755859375
5,0,right_wrist,141.14337158203125,383.7110595703125
5,0,left_hip,43.55657958984375,378.25518798828125
5,0,right_hip,74.62457275390625,388.91668701171875
5,0,left_knee,53.97845458984375,444.8670654296875
5,0,right_knee,90.09373474121094,454.49005126953125
5,0,left_ankle,46.742950439453125,511.5894775390625
5,0,right_ankle,81.93669128417969,528.8147583007812
6,0,nose,129.02859497070312,272.9278869628906
6,0,left_eye,131.34677124023438,266.8838806152344
6,0,right_eye,130.7520751953125,266.6383056640625
6,0,left_ear,104.17117309570312,256.7190246582031
6,0,right_ear,123.06747436523438,264.4251708984375
6,0,left_shoulder,73.77655029296875,276.3848876953125
6,0,right_shoulder,110.185546875,302.8336181640625
6,0,left_elbow,54.015045166015625,312.6961975097656
6,0,right_elbow,103.70281982421875,358.8799743652344
6,0,left_wrist,85.913330078125,348.1995544433594
6,0,right_wrist,142.89801025390625,381.7057189941406
6,0,left_hip,43.719268798828125,380.2508850097656
6,0,right_hip,76.1422119140625,391.0483703613281
6,0,left_knee,54.21881103515625,443.7606506347656
6,0,right_knee,90.48171997070312,456.3156433105469
6,0,left_ankle,47.0472412109375,511.0058898925781
6,0,right_ankle,81.604248046875,528.97216796875
7,0,nose,129.7626495361328,271.3996887207031
7,0,left_eye,131.9465789794922,265.6736145019531
7,0,right_eye,130.9163055419922,265.6509704589844
7,0,left_ear,103.79325866699219,256.2419128417969
7,0,right_ear,123.61329650878906,264.5565185546875
7,0,left_shoulder,72.60246276855469,276.2630615234375
7,0,right_shoulder,111.95491027832031,302.6128234863281
7,0,left_elbow,55.58091735839844,311.34429931640625
7,0,right_elbow,107.02812194824219,357.0738525390625
7,0,left_wrist,88.80122375488281,348.53643798828125
